iter	TotalF1	MultiClass
362	0.9683544304	0.1176544579
363	0.9683544304	0.1175083249
364	0.9683544304	0.1173290745
365	0.9683544304	0.1171944823
366	0.9683544304	0.1171161473
367	0.9683544304	0.1169968434
368	0.9683544304	0.1168450095
369	0.9683544304	0.1166959532
370	0.9683544304	0.1165144333
371	0.9683544304	0.1163214529
372	0.9683544304	0.1161488282
373	0.9683544304	0.115889693
374	0.9683544304	0.1156257835
375	0.9683544304	0.1155358601
376	0.9683544304	0.1153603251
377	0.9683544304	0.1151303406
378	0.9683544304	0.1150393863
379	0.9683544304	0.1150242438
380	0.9683544304	0.1149045291
381	0.9683544304	0.1148107194
382	0.9683544304	0.1147117939
383	0.9683544304	0.1145337979
384	0.9683544304	0.1144567098
385	0.9683544304	0.1144299115
386	0.9683544304	0.1143644397
387	0.9683544304	0.114308806
388	0.9683544304	0.114219808
389	0.9683544304	0.1140579748
390	0.9683544304	0.113866948
391	0.9683544304	0.1135925226
392	0.9683544304	0.1134439694
393	0.9683544304	0.1132856433
394	0.9683544304	0.1132083764
395	0.9683544304	0.1131164361
396	0.9683544304	0.1129465937
397	0.9683544304	0.1129071566
398	0.9683544304	0.112670106
399	0.9683544304	0.1124917117
400	0.9683544304	0.112392559
401	0.9683544304	0.1122858113
402	0.9683544304	0.1122003791
403	0.9683544304	0.1120278544
404	0.9683544304	0.111830572
405	0.9683544304	0.1116094943
406	0.9683544304	0.1114706837
407	0.9683544304	0.1112179359
408	0.9683544304	0.1111350758
409	0.9683544304	0.1110162132
410	0.9683544304	0.1108565315
411	0.9683544304	0.1106464783
412	0.9683544304	0.1105967153
413	0.9683544304	0.1104400386
414	0.9683544304	0.1103374525
415	0.9683544304	0.1101544415
416	0.9683544304	0.1100499676
417	0.9683544304	0.1097019893
418	0.9683544304	0.1096486556
419	0.9683544304	0.1095338806
420	0.9683544304	0.1093563892
421	0.9683544304	0.1092629145
422	0.9683544304	0.1089882374
423	0.9683544304	0.1088805153
424	0.9683544304	0.1088353909
425	0.9683544304	0.1088050722
426	0.9683544304	0.1087173625
427	0.9683544304	0.1086071164
428	0.9683544304	0.1084910217
429	0.9683544304	0.1082858913
430	0.9683544304	0.1082556876
431	0.9683544304	0.1080990384
432	0.9683544304	0.1080222662
433	0.9683544304	0.1079566191
434	0.9683544304	0.1077883253
435	0.9683544304	0.1076987427
436	0.9683544304	0.1075307775
437	0.9683544304	0.1073717566
438	0.9683544304	0.1072545184
439	0.9683544304	0.1072295356
440	0.9683544304	0.1071850558
441	0.9683544304	0.1070531756
442	0.9683544304	0.1069740644
443	0.9683544304	0.106922032
444	0.9683544304	0.1068974309
445	0.9683544304	0.1068288488
446	0.9683544304	0.1067625206
447	0.9683544304	0.1066361694
448	0.9683544304	0.1065822899
449	0.9683544304	0.1064469518
450	0.9683544304	0.1063846981
451	0.9683544304	0.1063723448
452	0.9683544304	0.1062543653
453	0.9683544304	0.1060716071
454	0.9683544304	0.1060138012
455	0.9683544304	0.1059919874
456	0.9683544304	0.1058838685
457	0.9683544304	0.1057795695
458	0.9683544304	0.1056648925
459	0.9683544304	0.1055995605
460	0.9683544304	0.1055684298
461	0.9683544304	0.1055223705
462	0.9683544304	0.1054344646
463	0.9683544304	0.1053269171
464	0.9683544304	0.1052889877
465	0.9683544304	0.1052244095
466	0.9683544304	0.1051223291
467	0.9683544304	0.1050771665
468	0.9683544304	0.1049840972
469	0.9683544304	0.1049099742
470	0.9683544304	0.1048518523
471	0.9683544304	0.1047788926
472	0.9683544304	0.1047467561
473	0.9683544304	0.1046494947
474	0.9683544304	0.1045737662
475	0.9683544304	0.1045248636
476	0.9683544304	0.1043962544
477	0.9683544304	0.1042925526
478	0.9683544304	0.1041246869
479	0.9683544304	0.1040722118
480	0.9683544304	0.1039614753
481	0.9683544304	0.1039348343
482	0.9683544304	0.103834922
483	0.9682524312	0.1037539439
484	0.9682524312	0.1036608939
485	0.9682524312	0.1035489368
486	0.9682524312	0.1035356402
487	0.9682524312	0.1034830702
488	0.9682524312	0.1034501245
489	0.9682524312	0.1034166073
490	0.9683544304	0.1031673406
491	0.9683544304	0.1030243713
492	0.9683544304	0.1028912913
493	0.9683544304	0.1028005993
494	0.9683544304	0.1027495688
495	0.9683544304	0.1027020823
496	0.9682524312	0.1026739163
497	0.9682524312	0.1026032657
498	0.9683544304	0.1024676053
499	0.9683544304	0.1023907522
